Text;Category
#ФильмДня — «Предчувствие», мистическая драма, в которой главные роли сыграли Сандра Буллок и ныне покойный Джулиан Макмэхон ?? По сюжету в жизни Линды, примерной жены и матери двух дочерей, происходит трагедия: к ней в дом приходит шериф и сообщает, что Джим, ее муж, погиб в автокатастрофе. Но проснувшись на следующее утро, Линда обнаруживает, что Джим жив. Потом наступает новый день, и ей вновь говорят, что муж мертв и готовятся его похороны. Джулин Макмэхон известен в первую очередь по иным ролям — в «Зачарованных», «Фантастической четверке», «Частях тела» — но и в этом фильме он превосходен. У него было, безусловно, темное обаяние, поэтому Макмэхон нередко играл злодеев или антигероев, а здесь он использует другие свои актерские свойства. В его герое чувствуется какой-то надлом, внутренняя печаль.  И пусть в центре сюжета героиня Сандры Буллок, во всех сценах, в которых появляется Джулиан Макмэхон, он стягивает внимание на себя. Тем печальнее, что в новых фильмах мы его уже не увидим, но в том числе благодаря «Предчувствию» он в любом случае обрел бессмертие.;Развлечения
Роберт Дауни — младший и Зои Салдана? Круче! Скарлетт Йоханссон. Звезда «Мстителей», «Люси» и «Девушки с жемчужной сережкой» стала САМОЙ кассовой актрисой в истории — фильмы с ее участием суммарно собрали, держитесь крепче, больше 14,6 млрд долларов. Скарлетт Йоханссон оставила позади остальных актеров и актрис, с чем мы ее и поздравляем. А какие фильмы со Скарлетт занимают в вашем сердце особое место? Рассказывайте!;Развлечения
Kingdom Come: Deliverance II и Marvel Rivals, «Рассвет жатвы» и «Камень безумия» — это видеоигры и книги, которые мы выбрали как лучшие за первую половину 2025-го. Все верно, начинаем подводить промежуточные итоги года! Собрали 10 лучших видеоигр и 16 лучших книг в наших материалах. Читайте, а потом рассказывайте, согласны ли выбором редакции и пишите свой топ видеоигр и книг в комментариях ?;Развлечения
Хаяо Миядзаки — творец с большой буквы. Иначе как объяснить то, что в его миры ВСЕГДА хочется вернуться?  Решили обратиться к работам режиссера и посмотреть, какими местами он вдохновлялся, чтобы однажды поехать туда и лично оказаться в сказке. Читайте вместе с тем наш путеводитель по мультфильмам студии Ghibli и, конечно же, материал многочисленными эскизами и деталями того, как Миядзаки создавал свои миры.;Развлечения
Хотели узнать, что будет после финала культового «Пролетая над гнездом кукушки»? Скоро у вас будет такая возможность!  В работу запущен спин-офф, который расскажет о Вожде Бромдене и том, что с ним случилось после побега из психиатрической клиники. Другие подробности пока не раскрываются.  Что думаете насчет идет спин-оффа?  Пишите свои мысли в комменты, а еще смотрите наше видеоэссе с разбором экранизации Милоша Формана.;Развлечения
#АнимеДня — «Гачиакута», яростная антиутопия о бойцах, сражающихся с мусорными чудовищами. События происходят в мире, разделенном на две части: город, который называют Небесной твердью, и Бездну — гигантскую свалку где-то далеко внизу, куда сбрасывают как мусор, так и людей, преступивших закон. Одним из таких признают парня Рудо, которого ложно обвиняют в убийстве. Попав в Бездну, Рудо обнаруживает в себе таинственные силы и присоединяется к Уборщикам — людям, уничтожающим жутких мусорных мутантов. «Гачиакута» — экранизация одноименной манги, и к созданию сериала привлекли серьезные творческие силы. Сценарий, например, написал Хироси Сэко, работавший прежде над «Атакой титанов» и «Дандаданом», музыку — Таку Ивасаки, композитор «Гуренн-Лаганна», а анимацию делала студия Bones, снявшая «Стального алхимика». Добавьте к этому диковинный мир, серьезные темы (классовая борьба, загрязнение окружающей среды) и получите один из самых любопытных аниме-сериалов этого лета.;Развлечения
Читатели The New York Times выбрали лучшие фильмы XXI века. Как и кинематографисты, первое место они отдали «Паразитам» Пон Джун-хо!  На вторую строчку зрители поместили «Малхолланд Драйв» Дэвида Линча, что тоже совпало с мнением представителей киноиндустрии. А вот с третьего места мнения разнятся: так, у кинематографистов «Интерстеллар» занял лишь 89 позицию, а «Темный рыцарь», который попал на шестую строчку у пользователей, получил у деятелей кино 28 место: 1. «Паразиты», Пон Джун-хо. 2. «Малхолланд Драйв», Дэвид Линч. 3. «Старикам тут не место», Итан Коэн, Джоэл Коэн. 4. «Нефть», Пол Томас Андерсон. 5. «Интерстеллар», Кристофер Нолан. 6. «Темный рыцарь», Кристофер Нолан. 7.«Безумный Макс: Дорога ярости», Джордж Миллер. 8. «Унесённые призраками», Хаяо Миядзаки. 9. «Вечное сияние чистого разума», Мишель Гондри. 10.«Социальная сеть», Дэвид Финчер Как вам рейтинг пользователей? Согласны с ним или вам ближе топ кинематографистов?;Развлечения
У вас один новый повод для радости — аниме «Киберпанк: Бегущие по краю» получит второй сезон! Продолжение расскажет свою отдельную историю о мести и искуплении во вселенной Cyberpunk 2077. Над десятисерийным аниме вновь работает студия Trigger. Пока мы ждем другие подробности, предлагаем вспомнить первый сезон и то, почему он так запал в душу зрителям.  Рассказывайте, смотрели «Киберпанк: Бегущие по краю»? Будете ждать продолжение?;Развлечения
Сказка о Золушке, но в духе кроненберговского хоррора? Есть такой фильм, и сегодня он в #КиноПоПятницам — это причудливая «Гадкая сестра». О чем фильм: история здесь рассказана от лица Эльвиры, одной из двух дочерей властной и тираничной Ребекки. Мать девочек собирается выйти замуж за богатого вдовца. После церемонии счастье, увы, длится недолго — мужчина умирает прямо за праздничным столом, а вскоре еще и выясняется, что денег у него не было. Теперь Эльвире предстоит пройти через страшные испытания, чтобы изменить внешность и заполучить в женихи принца. Помешать ей может родная дочь скончавшегося аристократа — Агнес.  ?? Кто это сделал: это режиссерский дебют норвежской постановщицы Эмили Блихфельдт. Она сама также написала сценарий, вдохновляясь сказкой о Золушке в версии братьев Гримм. Снять именно боди-хоррор Эмили Блихфельдт решила под влиянием «Столкновения» Дэвида Кроненберга и «Сырого» Жюлии Докурно. Зачем смотреть: «Гадкая сестра» — это знакомая и в то же время захватывающая история, показанная с новой точки зрения. Здесь нет места розовым мечтам, ведь разбиваются они о жестокую реальность, толкающую на страшные поступки. Вдобавок это кино очень красивое — локации, костюмы, операторская работа прицепят ваш взгляд к экрану.  Кому понравится: поклонникам сильных и смелых фильмов, которые говорят со зрителем на актуальные темы, и, конечно, фанатам боди-хорроров в духе «Субстанции», жаждущим увидеть на экране все диковинные превращения героев. Включайте «Гадкую сестру» в 22:00 на Кинопоиске, а в 23:50 присоединяйтесь к обсуждению в комментариях к этой заметке;Развлечения
«Грешники» — это на самом деле перезапуск «Блэйда». Да, по интернету ходят и такие безумные версии, но не все так просто! Продюсер вампирского экшен-хоррора Сев Оганян рассказал, что художником по костюмам обоих фильмов выступила Рут Картер, которая создавала наряды для кинокомикса Marvel — по первоначальной задумке он должен был развернуться в США 1930-х. После того, как «Блэйд» попал в производственный ад, команда «Грешников» решила использовать уже готовые наряды для своего фильма. Marvel согласилась их продать! В итоге многие в массовке вампирского экшен-хоррора Куглера ходили в нарядах, изначально предназначенных для «Блэйда». Кто бы мог подумать, что у двух таких разных фильмов есть такая связь. Почти мультивселенная.;Развлечения
«Мир Юрского периода: Возрождение» радует визуальным эффектами и неплохим сценарием, однако весь фильм получился уж слишком предсказуемым. С одной стороны, лента показывает нам уже знакомую встречу человека с динозавром и не удивляет, но с другой — если порассуждать, из этой темы вряд ли получится выжать что-то новое. Режиссер Гарет Эдвардс будто и не пытался, а просто сделал то, что от него ждали. О других достоинствах и недостатках новой части франшизы читайте в рецензии Станислава Зельвенского.;Развлечения
Майкл Мэдсен, без преувеличения, актер с большой буквы. Мы грустим вместе с вами, поэтому вспоминаем криминальную драму «За пределами закона», в которой Мэдсен исполнил одну из главных ролей. В центре истории полицейский под прикрытием Дэниел Саксон, который внедряется в банду байкеров для того, чтобы контролировать незаконный оборот наркотиков и оружия. Чтобы втереться в доверие, главный герой должен выполнять поручения главы банды и лично совершать преступления. По мере погружения в преступную жизнь Саксон становится все более неуравновешенным. С первого взгляда фильм кажется типичным боевиком с главным героем, работающим под прикрытием. Однако во время просмотра осознаешь, что смотришь настоящую психологическую драму, рассказывающую о том, как человек ломается, находясь внутри криминальной системы. Это подпитывается и личными проблемами Дэниела: маниакальные наклонности в нем сочетаются с большим комплексом вины, усугубляя и без того сложную ситуацию.;Развлечения
Деми Мур получит звезду на голливудской Аллее славы! А благодаря «Субстанции» мы уже знаем, как она будет выглядеть. Если серьезно, то актриса прошла длинный путь: от мирового успеха в 1990-х до неожиданного заката карьеры, а потом — триумфального возвращения. Подробнее о фильмографии и судьбе Деми Мур можно узнать в нашем видеоэссе на YouTube и в VK Видео. А именную голливудскую звезду актрисе установят в 2026 году.;Развлечения
Марти Макфлай и Док Браун впервые появились на экране 40 лет назад — да, именно столько исполнилось сегодня великому фильму «Назад в будущее» ?? А вот как познакомились герои? В трилогии ведь об этом не говорят. Зато рассказываем мы в новом #КП_Видео.;Развлечения
#ФильмДня — «Планета Ка-Пэкс», загадочное кино на грани между фантастикой и психологической драмой, в котором главные роли сыграли Кевин Спейси и Джефф Бриджес. С одной стороны здесь — Прот, таинственный мужчина, у которого нет никакого удостоверения личности и который спокойно говорит всем, что он не человек, а капэксианин. Выходец с далекой планеты, которая по уровню развития далеко впереди Земли.  С другой — известный психиатр Марк Пауэлл, который видит перед собой, казалось бы, совершенно обычного мужчину, называющего себя пришельцем. Дело ясное, психическое расстройство. Вот только никаких признаков болезни найти не удается, а намеков на то, что это действительно кто-то инопланетный, все больше. На этой двойственности, зыбкости и держится «Планета Ка-Пэкс». Вроде бы понятно, что речь идет о мягкой форме безумия. Но разве инопланетянин, если бы он существовал, не вел бы себя именно так, как Прот? «Пока. Привет. Вот и я вернулся», — отвечает он, когда его просят показать путешествие со скоростью света, и это выглядит смешно. А потом Прот безошибочно рисует карту системы, где находится его родная планета, и что можно сказать на это? Сложнейший баланс между жанрами, вопросами и ответами сохраняется до конца, и именно благодаря ему этот фильм из просто необычного превращается в великолепный.;Развлечения
Овечкин побил «вечный рекорд» Гретцки, забив 895-ю шайбу в матче с «Нью-Йорк Айлендерс», и установил исторический рекорд в НХЛ, став лучшим снайпером всех времён;Спорт
В CS2-составе Team Spirit произошли изменения: российский игрок Иван zweih Гогин официально стал новым участником команды. 17-летний киберспортсмен занял место Бориса magixx Воробьёва, которого перевели в запас. Для zweih переход в Spirit стал шагом вперёд в его карьере: до этого он представлял Nemiga Gaming, а также выступал за VaselineWorms, POLET и HOTU Academy. По данным статистики за последние три месяца, рейтинг игрока составляет 1.16. Несмотря на возраст, Иван Гогин успел проявить себя на тир-1/тир-2 сцене. Особенно он запомнился в составе Nemiga Gaming, за который играл с июня 2024 года.;Спорт
Месси не поедет к Роналду. На днях в прессе появилась информация о том, что подписать Лионеля Месси хочет саудовский «Аль-Ахли». Впрочем, звёздный аргентинец не поедет в лигу Криштиану Роналду. Об этом сообщил в социальных сетях известный журналист Гильем Балаге, биограф Месси. Информацию о Месси и «Аль-Ахли» Балаге назвал фейковой. Журналист отметил, что 38-летний футболист не контактировал с клубами из Саудовской Аравии. Балаге подчеркнул, что Месси продолжает переговоры с «Интер Майами» о продлении контракта. Также Балаге сделал прогноз – Месси продлит контракт с клубом МЛС и выступит за Аргентину на чемпионате мира следующим летом.;Спорт
Virtus.pro победила на IEM Rio Major 2022 по CS:GO. В финале она обыграла Heroic со счетом 2:0 — 16:12 на Mirage и 16:5 на Overpass. За первое место коллектив Джами Jame Али заработал $500 тыс. и слоты на IEM Katowice 2023 и BLAST Premier: World Final 2022. Обе команды вышли в плей-офф со статистикой 3:1 в стадии Legends. В четвертьфинале Heroic оказалась сильнее Team Spirit, а затем в полуфинале одолела FURIA Esports. На пути к решающему матчу VP победила Fnatic и MOUZ. IEM Rio Major 2022 прошел с 31 октября по 13 ноября в Рио-де-Жанейро, Бразилия. Команды разыграли призовой фонд в размере $1,25 млн. ;Спорт
В Копенгагене завершился The International 2024 — главный турнир по игре Dota 2. На протяжении двух недель лучшие команды мира вели борьбу за престижный трофей и призовой фонд в размере $ 2,6 млн. Чемпионом стала шведская команда Team Liquid, обыграв в финале европейскую Gaimin Gladiators с Антоном dyrachYO Шкредовым в роли керри. Третье место заняла Tundra Esports, в которой выступает два игрока из России.;Спорт
Финал Кубка УЕФА 2008 года — финальный матч розыгрыша Кубка УЕФА 2007/08, 37-го сезона в истории Кубка УЕФА. Этот футбольный матч состоялся 14 мая 2008 года, на стадионе «Сити оф Манчестер» в Манчестере. В матче встретились российский «Зенит» и шотландский «Рейнджерс». Этот матч стал вторым еврокубковым финалом (после финала Кубка УЕФА 2005), до которого дошёл российский футбольный клуб.;Спорт
Драфт НБА — ежегодная процедура выбора тридцатью клубами Национальной баскетбольной ассоциации новых баскетболистов, которые хотят вступить в лигу. Обычно эти игроки — выпускники американских колледжей, однако в последние годы увеличилось число игроков, попадающих в НБА из других стран или только что окончивших школу. В 2006 году НБА приняла меры, чтобы сократить число недоучившихся баскетболистов в лиге, теперь игроку на конец года, в котором проходит драфт, должно быть минимум 19 лет и он должен окончить школу не менее чем за год до этого. Как правило молодые игроки идут после школы в колледж, учатся там хотя бы год, после чего выставляют свои кандидатуры на драфт. Первым исключением из этого правила стал Брендон Дженнингс, не поступивший в колледж после школы, а проведший один сезон в итальянском профессиональном клубе, после чего выбранный на драфте 2009 года клубом «Милуоки Бакс».;Спорт
«Парни, шо мы надрафтили…» —Pure~ сыграет на Hoodwink на первой карте против Team Falcons BetBoom Team взяли Белку на закрывающий пик. Заготовка или поплава?;Спорт
jks перешел из Team Liquid во FlyQuest. Киберспортсмен представлял состав Liquid по CS2 с июля 2024 по апрель 2025 года. Затем три месяца jks просидел в инактиве.;Спорт
Collapse пообещал жару во второй день Riyadh Masters 2025. У нас 50 градусов. Сегодня будет жара лютая. Мы играем против Talon Esports. Там есть кукушнутый [Kuku] (смеется), а есть джокашнутый [Jhocam]. Мы просто будем очень сильно стараться — подготовились, в принципе, тоже хорошо. Как думаете, сможет ли Spirit одолеть Talon и заработать первую победу на Рияде?;Спорт
Dota 2 исполнилось 12 лет Официальный релиз игры состоялся 9 июля 2013 года. С днем рождения, Дота! Мы тебя любим, даже несмотря на то, что ты всё еще бета.;Спорт
Расписание второго дня Riyadh Masters 2025. Обращаем внимание на самые интересные матчи: BetBoom Team vs Falcons (14:30 мск), VP vs Team Yandex (17:00 мск), Tundra vs Aurora (17:00 мск) и PARIVISION vs Liquid (19:30 мск). Трансляции, положение команд в группах и прочее доступно в нашем репортаже.;Спорт
Завершился первый игровой день на Riyadh Masters 2025 Все матчи в группах A и B закончились ничьими. В группе C победы одержали Aurora и Tundra, а в группе D — Team Liquid и PARIVISION. Удивил ли вас первый день Рияда?;Спорт
"#итогидня Подборка новостей к концу вторника (08.07): Dota 2: — Lorenof про Fng на посту тренера Virtus.pro: «Тренировки стали более дисциплинированными» — GpK~ после матча с Gladiators: «В первой игре нас все устраивало, просто совершили кучу критических ошибок» — Pure~ после ничьей с Gladiators: «Мне просто обидно, что мы проиграли карту этим ребятам» — Gorgc: «GpK~ определенно лучший мидер прямо сейчас» — N0tail завершил карту за OG со статистикой 0/12 — клуб всухую проиграл в финале CCT Season 2 Series 2 — Stray228 анонсировал «Будку 2» — комьюнити-каст Riyadh Masters 2025 с TpaBoMaH, ybicanoooobov и секретным гостем — Miposhka после матча с Xtreme Gaming: «Мы хорошо отыгрывали до того момента, когда напали на Juggernaut»  — RodjER: «Только Yatoro и Satanic могут выигрывать на жадных керри в нынешней мете» — ILTW: «Falcons — мясное мясо» — RAMZES666 про Riyadh Masters 2025: «Team Falcons — мясо нереальное какое-то» — N0tail вернулся в состав OG на третьей карте финала CCT Season 2 Series 2 — «Сегодня будем трахать» — Solo перед первым матчем Team Yandex на Riyadh Masters 2025 — «Когда я начинал, много предложений о 322 было. Наверное, поняли, что меня не возьмёшь» — интервью с Otaker о подставных матчах, мете и карьере  — RAMZES666: «Raddan по стрейфам в какой-то нереальной зоне»  — Nix пропустит первые дни Riyadh Masters 2025 — Fishman покинул 1win Team — Larl перед матчем против Xtreme Gaming: «Думаю, к этой серии они подготовились лучше, но и мы точно слабее не стали» — Niku о Dota 2: «Чтобы играть на высоком уровне, тебе нужен опыт с самого детства. В LoL ты можешь разобраться за месяц» — Eiritel: «Не могу поверить, что закончился противный кусок сезона, где половина команд ""чиллит, чтобы не устать к Рияду""» ??CS2: — Zorte после ухода из BetBoom Team: «Ещё один сезон без изменений был бы для меня тяжёлым на 100%» — JL после ухода из NAVI: «Хочу взять небольшой перерыв на шесть месяцев, может быть, меньше» — Thorin высмеял donk за пост о magixx: «Вы же сами его кикнули, бро» — JL покинул Natus Vincere — Кто такой zweih — 15 интересных фактов о новом игроке Team Spirit, о которых вы не знали — Аналитик про кик zorte: «Ему будет сложно вернуться на тир-1» — Spirit, Vitality, NAVI и Falcons поучаствуют в ESL Pro League Season 22";Спорт
"gpK~ подвел итоги матча против Gladiators на Riyadh Masters 2025 Серия закончилась со счетом 1:1. В видео для YouTube-канала BetBoom Team киберспортсмен рассказал, почему команда уступила на первой карте: [Вопрос: ""Пару недель назад играли против Gladiators в финале. Что с тех пор изменилось в вашей игре и игре GG?""] На самом деле ничего не поменялось. Они знают, что мы будем делать, мы знаем, что они будут делать. Нас ни чем не удивили. Драфты… Даже в первой игре нас всё устраивало, просто совершили кучу критических ошибок. Слишком много, что в моменте игра стала неиграбельна. Поэтому первую [карту] проиграли.";Спорт
Капитан 4Pirates Роман Otaker порассуждал о 322, мете и своей карьере Об этом и многом другом игрок поговорил с журналистом Cybersport.ru Ульяной uluskins накануне финала Чемпионата России Сбера 2025 по Dota 2. — Привет! Давай сначала поговорим про скандал с Lukas. Это, мне кажется, самое занимательное, о чём можно сейчас спросить. Как думаешь, что толкает игроков «трешить»? — Жадность. — Как будто прям больших денег тут не заработаешь. — Насколько известно, люди больше так могут заработать, чем честной игрой. — То есть на честной игре меньше, по-твоему? — Ну, это очень редко наказуемо. Даже в его случае, кажется, серьёзного наказания может не быть. Он испортил репутацию, конечно, но баны он вряд ли получит.;Спорт
jL прокомментировал свой уход в инактив Киберспортсмен отметил, что планирует отдыхать примерно полгода. При этом Юстинас допустил, что вернется в компетитив раньше. Некоторые из вас, возможно, слышали об этом, некоторые, возможно, нет, но я больше не являюсь частью активного состава Natus Vincere. Но прежде чем делать выводы, хотел бы отметить, что это было обоюдное решение. Как вы, возможно, заметили, 2025 год был не лучшим для NAVI, и я знал, что организация планирует замены. Я знал, что мне больше не нравится играть исключительно из-за моих собственных мыслей и того, что я чувствовал по отношению к игре, что я чувствовал по отношению к себе. Поэтому мы пришли к взаимному решению повысить Makazze и перевести меня в инактив. Но это потому, что я хочу взять небольшой перерыв на шесть месяцев, может быть, меньше, может быть, на три, четыре, пять. И есть много вещей, которые я хочу сделать.;Спорт
ESL объявила участников ESL Pro League Season 22 по CS2. 8 команд были приглашены сразу во вторую стадию. 12 коллективов позвали в первую стадию. Еще 4 состава пройдут на турнир через региональные отборочные. Чемпионат начнется в конце сентября. Он пройдет в Швеции.;Спорт
larl высказался перед матчем против Xtreme Gaming на Riyadh Masters 2025. Сегодня у нас первый матч в группе. Играем против Xtreme Gaming. Мы с ними уже играли на PGL Wallachia — тогда выиграли их со счетом 2:0. Было в целом не сложно. Думаю, к этой серии они подготовились [лучше], но и мы точно не стали слабее. Так что приходите, смотрите, болейте за нас. ;Спорт
Не забывайте поддерживать нас своим голосом по этой ссылке! За это Telegram насыпает каналу разные плюшки. Вам не сложно, а нам приятно ????? ?? https://t.me/boost/csru_official;Спорт
НАЧИНАЕТСЯ ПРАЗДНИК ДОТЫ Сегодня стартует Riyadh Masters 2025. Чемпионат пройдет с 8 по 19 июля в Эр-Рияде, Саудовская Аравия. 16 команд разыграют $3 млн. Откладываем все дела и смотрим! Статистика, стримы, результаты матчей и другие полезности доступны в нашем репортаже. ХАЙП ;Спорт
s1ren и ArtFr0st покреативили в честь объединения их дуо в BetBoom Team. Ранее киберспортсмены вместе играли за Team Spirit. Ролик был опубликован в Telegram-канале s1ren.;Спорт
zorte покинул состав BetBoom Team по CS2. Киберспортсмен переведен в запас. На ближайшем турнире за команду на правах аренды выступит ArtFr0st. Состав BetBoom Team: s1ren, Magnojez, Ax1Le, Boombl4, ArtFr0st (аренда).;Спорт
zweih официально присоединился к Team Spirit на место magixx Состав команды: chopper, zont1x, donk, sh1ro, zweih, hally (тренер).;Спорт
magixx официально покинул состав Team Spirit по CS2 Киберспортсмен представлял клуб почти шесть лет.;Спорт
s1mple: «Почти уверен, что найду себе новый дом до конца 2025 года» Похоже, Саня очень хочет полноценно вернуться на профессиональную сцену Counter-Strike. Интересно, за кого в итоге будет играть снайпер.;Спорт
«Отель вообще суперский» — DM показал номер игрока на Riyadh Masters 2025 Киберспортсмен запостил «кружок» в своем Telegram-канале. Как вам номер? — сразу виден уровень шейхов;Спорт
"#итогидня Подборка новостей к концу воскресенья (06.07): Dota 2: — Dyrachyo поучаствует в освещении Riyadh Master 2025 — Talon окажется выше Spirit, Xtreme и NAVI — Panto показал свой прогноз на групповую стадию Riyadh Masters 2025 — Korb3n о Satanic: «Очевидно, что у него в карьере будет уровень игры выше, чем сейчас» — Munkushi~ представил тирлист керри в патче 7.39c — Miposhka перед Riyadh Master 2025: «Надеемся на лучший результат, на успех. Заряжаем себя тоже на успех» — 4Pirates стали победителями Чемпионата России Сбера 2025 по Dota 2 — AFK30 заняла третье место на Чемпионате России Сбера 2025 по Dota 2 — Malr1ne о Falcons на Riyadh Master 2025: «Надеюсь, что всё будет хорошо, и мы встанем на колени» — Фанатка LenaGol0vach подарила стримеру картины ручной работы — Dendi: мне интересна League of Legends, но немного соскучился по Dota 2 ??CS2: — Team Falcons запустила академию — подать заявку могут все желающие — Wildcard представила замены stanislaw и phzy — Zeus объяснил, почему не хочет работать тренером — Team QUAZAR заняла третье место на Чемпионате России Сбера 2025 по CS2, обыграв vezet — Norwi о трансферном рынке: «Сейчас люди до конца контракта могут скамейку греть и [терять] лучшие годы карьеры» — Molodoy: «Когда мне первый раз пришла зарплата от FURIA, родители посмеялись и сказали: ""Ты что, банк ограбил что ли?""» — Harumi: трансфер zweih в Team Spirit совершён — VP с Astralis, BetBoom Team с Heroic — стали известны группы FISSURE Playground #1";Спорт
4Pirates выиграли Чемпионат России Сбера 2025 по Dota 2. В финале коллектив Антона PERDAN4IK одолел 20Twice. Матч закончился со счетом 2:0.;Спорт
Определился бронзовый призер Чемпионата России Сбера 2025 по Dota 2 В матче за третье место AFK30 победила Prime Time — встреча завершилась со счетом 2:1. За топ-3 команда заработала 250 тыс.;Спорт
"Miposhka высказался перед стартом Riyadh Masters 2025. Вылетаем в Эр-Рияд. Миссия у нас — выжить, в первую очередь. Надеемся у нас всё получится. У нас два менеджера, которые будут следить за нашим здоровьем, за нашими жизнями. Также немножечко поиграем в ""Доту"", позаписываем контентика. Надеемся на лучший результат, на успех. Заряжаем себя тоже на успех. Так что смотрите, поддерживайте, болейте.";Спорт
"Malr1ne собрался встать на колени на Riyadh Masters. Вероятно, мидер Team Falcons просто оговорился, и имел в виду «встанем на ноги». Получилось мемно. Главное, чтобы фраза не стала пророческой. Через 2,5 часа у нас будет самолет в Доху, а из Дохи — в Эр-Рияд. 8 июля уже стартует Riyadh Masters 2025 — осталось чуть-чуть, и будем наслаждаться ""Дотой"". Как пойдет? Не знаю — будете наблюдать, будете болеть. Надеюсь, что всё будет хорошо и мы встанем на колени. Но пока я, по крайней мере, доволен нашей подготовкой. Очень доволен на самом деле, учитывая последние полгода. Поэтому буду надеяться на лучшее и просто стараться — вкладывать все силы. Там будет видно.";Спорт
G2 Esports хочет подписать игрока Fnatic в качестве замены Snax Об этом сообщил сайт HLTV. По данным издания, изначально G2 планировала выкупить xKacpersky из ENCE, но не смогла договориться с финским клубом.;Спорт
#итогидня Подборка новостей к концу субботы (05.07): Dota 2: — Kiritych про тренера Fng в Virtus.pro: «Я думаю, это усиление» — Fng стал тренером состава Virtus.pro по Dota 2 — Shachlo про Team Yandex: «В нынешнем составе топ-8 крупного турнира — это их потолок» — Batrider, Naga Siren и Undying чаще всего оказывались в бане в матчах FISSURE Universe: Episode 5 — PARIVISION представила форму к Riyadh Masters 2025 — 4Pirates сразятся в финале Чемпионата России Сбера 2025 по Dota 2 — «Игра не закончена, пока она не закончена» — 9Class после поражения PARIVISION в гранд-финале FISSURE Universe: Episode 5 — «Игра не закончена, пока она не закончена» — 9Class после поражения PARIVISION в гранд-финале FISSURE Universe: Episode 5 — Tobi после FISSURE Universe: Episode 5: «Я настолько хорошо играю, что все только обо мне и говорят» — 20Twice вышла в финал Чемпионата России Сбера 2025 по Dota 2, обыграв AFK30 — Анонсирован шестой сезон турнира FISSURE Universe — «Tobi — GOAT ??» — miCKe после победы в гранд-финале FISSURE Universe: Episode 5 — Adekvat: «Надеюсь, то, что мы увидели от PARIVISION в эти два дня, — просто игра вполсилы и пыль в глаза» — ALOHADANCE о Satanic: «Мне казалось, что он гигарак. Оказалось все совсем наоборот» — SabeRLighT- потроллил PARIVISION: «Спасибо ей за то, что как всегда показала потрясающее спортивное поведение» ??CS2: — HLTV.org: G2 Esports рассматривает игрока Fnatic в качестве замены Snax — YYHuT прошла в финал Чемпионата России Сбера 2025 по CS2, обыграв Team QUAZAR — Harumi: Metizport хочет приобрести n0rb3r7 и Shalfey — Molodoy рассказал, насколько сильно решает пинг в Казахстане — Hesta обыграла vezet и вышла в финал Чемпионата России Сбера 2025 по CS2 — Harumi: «R3salt в шорт-листе Fnatic!» — Smooya заявил, что смог бы победить корову в рукопашном бою — Jerry назвал игрока, который может подойти BetBoom Team — Организаторы BLAST Open Fall 2025 объяснили, почему часть ивента пройдет в онлайне — На FACEIT добавили отслеживание блокировок игроков в прямом эфире — Donk подарил Evelone статуэтку «Лучшего энтри-фрагера 2024 года» от HLTV.org — S1mple ответил Zeus на счет своей самоуверенности на мейджоре: «Не надо нести бред, спасибо»;Спорт
